source,target,weight
Chakradhar Bandla,David García‐Seisdedos,1
Chakradhar Bandla,Suresh Hewapathirana,1
David García‐Seisdedos,Suresh Hewapathirana,1
Geoffrey S. Hubona,Jörg Henseler,1
Jörg Henseler,Pauline Ash Ray,1
Geoffrey S. Hubona,Pauline Ash Ray,1
C. H. B. Priestley,R. J. Taylor,1
Gitishree Das,Jayanta Kumar Patra,1
Jayanta Kumar Patra,Leonardo Fernandes Fraceto,1
Estefânia Vangelie Ramos Campos,Jayanta Kumar Patra,1
Jayanta Kumar Patra,María del Pilar Rodríguez-Torres,1
Gitishree Das,Leonardo Fernandes Fraceto,1
Estefânia Vangelie Ramos Campos,Gitishree Das,1
Gitishree Das,María del Pilar Rodríguez-Torres,1
Estefânia Vangelie Ramos Campos,Leonardo Fernandes Fraceto,1
Leonardo Fernandes Fraceto,María del Pilar Rodríguez-Torres,1
Estefânia Vangelie Ramos Campos,María del Pilar Rodríguez-Torres,1
ES Jaffe,NL Harris,1
H Stein,NL Harris,1
Banks Pm,NL Harris,1
Chan Jk,NL Harris,1
ES Jaffe,H Stein,1
Banks Pm,ES Jaffe,1
Chan Jk,ES Jaffe,1
Banks Pm,H Stein,1
Chan Jk,H Stein,1
Banks Pm,Chan Jk,1
Frank L.J. Visseren,François Mach,1
Frank L.J. Visseren,Yvo M. Smulders,1
David Carballo,Frank L.J. Visseren,1
Frank L.J. Visseren,Konstantinos C. Koskinas,1
François Mach,Yvo M. Smulders,1
David Carballo,François Mach,1
David Carballo,Yvo M. Smulders,1
Konstantinos C. Koskinas,Yvo M. Smulders,1
David Carballo,Konstantinos C. Koskinas,1
Joseph S. Beckman,Pál Pacher,1
Lucas Liaudet,Pál Pacher,1
Joseph S. Beckman,Lucas Liaudet,1
Curtis Rueden,Johannes Schindelin,1
Curtis Rueden,Mark Hiner,1
Barry E. DeZonia,Curtis Rueden,1
Alison E. Walter,Curtis Rueden,1
Johannes Schindelin,Mark Hiner,1
Barry E. DeZonia,Johannes Schindelin,1
Alison E. Walter,Johannes Schindelin,1
Barry E. DeZonia,Mark Hiner,1
Alison E. Walter,Mark Hiner,1
Alison E. Walter,Barry E. DeZonia,1
Jean‐Claude Daubert,John G.F. Cleland,1
Erland Erdmann,John G.F. Cleland,1
John G.F. Cleland,Nick Freemantle,1
Daniel Gras,John G.F. Cleland,1
Erland Erdmann,Jean‐Claude Daubert,1
Jean‐Claude Daubert,Nick Freemantle,1
Daniel Gras,Jean‐Claude Daubert,1
Erland Erdmann,Nick Freemantle,1
Daniel Gras,Erland Erdmann,1
Daniel Gras,Nick Freemantle,1
Ammon Salter,Keld Laursen,1
Arnold B. Bakker,Evangelia Demerouti,1
John W. Belmont,Richard A. Gibbs,1
Paul Hardenbol,Richard A. Gibbs,1
Richard A. Gibbs,T. D. Willis,1
Fuli Yu,Richard A. Gibbs,1
John W. Belmont,Paul Hardenbol,1
John W. Belmont,T. D. Willis,1
Fuli Yu,John W. Belmont,1
Paul Hardenbol,T. D. Willis,1
Fuli Yu,Paul Hardenbol,1
Fuli Yu,T. D. Willis,1
Peter Hänggi,Peter Talkner,1
Michal Borkovec,Peter Hänggi,1
Michal Borkovec,Peter Talkner,1
Emily A. Holmes,Rory C. O’Connor,1
Emily A. Holmes,V. Hugh Perry,1
Emily A. Holmes,Irene Tracey,1
Emily A. Holmes,Simon Wessely,1
Rory C. O’Connor,V. Hugh Perry,1
Irene Tracey,Rory C. O’Connor,1
Rory C. O’Connor,Simon Wessely,1
Irene Tracey,V. Hugh Perry,1
Simon Wessely,V. Hugh Perry,1
Irene Tracey,Simon Wessely,1
Joseph S. Alpert,Kristian Thygesen,1
Allan S. Jaffe,Kristian Thygesen,1
Bernard Chaitman,Kristian Thygesen,1
Jeroen J. Bax,Kristian Thygesen,1
Allan S. Jaffe,Joseph S. Alpert,1
Bernard Chaitman,Joseph S. Alpert,1
Jeroen J. Bax,Joseph S. Alpert,1
Allan S. Jaffe,Bernard Chaitman,1
Allan S. Jaffe,Jeroen J. Bax,1
Bernard Chaitman,Jeroen J. Bax,1
Ben Hu,Hua Guo,1
Ben Hu,Peng Zhou,1
Ben Hu,Zheng‐Li Shi,1
Hua Guo,Peng Zhou,1
Hua Guo,Zheng‐Li Shi,1
Peng Zhou,Zheng‐Li Shi,1
Bharat Ratra,P. J. E. Peebles,1
Atanas G. Atanasov,Sergey B. Zotchev,1
Atanas G. Atanasov,Verena M. Dirsch,1
Atanas G. Atanasov,the International Natural Product Sciences Taskforce,1
Atanas G. Atanasov,İlkay Erdoğan Orhan,1
Sergey B. Zotchev,Verena M. Dirsch,1
Sergey B. Zotchev,the International Natural Product Sciences Taskforce,1
Sergey B. Zotchev,İlkay Erdoğan Orhan,1
Verena M. Dirsch,the International Natural Product Sciences Taskforce,1
Verena M. Dirsch,İlkay Erdoğan Orhan,1
the International Natural Product Sciences Taskforce,İlkay Erdoğan Orhan,1
Davide Chicco,Matthijs J. Warrens,1
Giuseppe Jurman,Matthijs J. Warrens,1
Rajiv Ranjan,Rodrigo N. Calheiros,1
Anton Beloglazov,Rodrigo N. Calheiros,1
César A. F. De Rose,Rodrigo N. Calheiros,1
Rajkumar Buyya,Rodrigo N. Calheiros,1
Anton Beloglazov,Rajiv Ranjan,1
César A. F. De Rose,Rajiv Ranjan,1
Rajiv Ranjan,Rajkumar Buyya,1
Anton Beloglazov,César A. F. De Rose,1
Anton Beloglazov,Rajkumar Buyya,1
César A. F. De Rose,Rajkumar Buyya,1
Qing-Dong Cao,Yan-Rong Guo,1
Yan-Rong Guo,Zhong-Si Hong,1
Yan-Rong Guo,Yuan-Yang Tan,1
Shou-Deng Chen,Yan-Rong Guo,1
Qing-Dong Cao,Zhong-Si Hong,1
Qing-Dong Cao,Yuan-Yang Tan,1
Qing-Dong Cao,Shou-Deng Chen,1
Yuan-Yang Tan,Zhong-Si Hong,1
Shou-Deng Chen,Zhong-Si Hong,1
Shou-Deng Chen,Yuan-Yang Tan,1
John F. Cryan,Kenneth J. O’Riordan,1
Caitlin S.M. Cowan,John F. Cryan,1
John F. Cryan,Kiran V. Sandhu,1
John F. Cryan,Thomaz F. S. Bastiaanssen,1
Caitlin S.M. Cowan,Kenneth J. O’Riordan,1
Kenneth J. O’Riordan,Kiran V. Sandhu,1
Kenneth J. O’Riordan,Thomaz F. S. Bastiaanssen,1
Caitlin S.M. Cowan,Kiran V. Sandhu,1
Caitlin S.M. Cowan,Thomaz F. S. Bastiaanssen,1
Kiran V. Sandhu,Thomaz F. S. Bastiaanssen,1
William D. Travis,Élisabeth Brambilla,1
Masayuki Noguchi,William D. Travis,1
Andrew G. Nicholson,William D. Travis,1
Kim R. Geisinger,William D. Travis,1
Masayuki Noguchi,Élisabeth Brambilla,1
Andrew G. Nicholson,Élisabeth Brambilla,1
Kim R. Geisinger,Élisabeth Brambilla,1
Andrew G. Nicholson,Masayuki Noguchi,1
Kim R. Geisinger,Masayuki Noguchi,1
Andrew G. Nicholson,Kim R. Geisinger,1
Peter C. Verhoef,Thijs Broekhuizen,1
Peter C. Verhoef,Yakov Bart,1
Abhi Bhattacharya,Peter C. Verhoef,1
John Qi Dong,Peter C. Verhoef,1
Thijs Broekhuizen,Yakov Bart,1
Abhi Bhattacharya,Thijs Broekhuizen,1
John Qi Dong,Thijs Broekhuizen,1
Abhi Bhattacharya,Yakov Bart,1
John Qi Dong,Yakov Bart,1
Abhi Bhattacharya,John Qi Dong,1
Anna Monreale,Riccardo Guidotti,1
Riccardo Guidotti,Salvatore Ruggieri,1
Franco Turini,Riccardo Guidotti,1
Fosca Giannotti,Riccardo Guidotti,1
Anna Monreale,Salvatore Ruggieri,1
Anna Monreale,Franco Turini,1
Anna Monreale,Fosca Giannotti,1
Franco Turini,Salvatore Ruggieri,1
Fosca Giannotti,Salvatore Ruggieri,1
Fosca Giannotti,Franco Turini,1
Marc Rehmsmeier,Takaya Saito,1
J.A.L. van Kan,Ralph A. Dean,1
Ralph A. Dean,Z. A. Pretorius,1
K. E. Hammond‐Kosack,Ralph A. Dean,1
Antonio Di Pietro,Ralph A. Dean,1
J.A.L. van Kan,Z. A. Pretorius,1
J.A.L. van Kan,K. E. Hammond‐Kosack,1
Antonio Di Pietro,J.A.L. van Kan,1
K. E. Hammond‐Kosack,Z. A. Pretorius,1
Antonio Di Pietro,Z. A. Pretorius,1
Antonio Di Pietro,K. E. Hammond‐Kosack,1
Daniel W. Davies,Keith T. Butler,1
Hugh Cartwright,Keith T. Butler,1
Keith T. Butler,Olexandr Isayev,1
Aron Walsh,Keith T. Butler,1
Daniel W. Davies,Hugh Cartwright,1
Daniel W. Davies,Olexandr Isayev,1
Aron Walsh,Daniel W. Davies,1
Hugh Cartwright,Olexandr Isayev,1
Aron Walsh,Hugh Cartwright,1
Aron Walsh,Olexandr Isayev,1
Cajo J. F. ter Braak,R.H.G. Jongman,1
O. F. R. van Tongeren,R.H.G. Jongman,1
Cajo J. F. ter Braak,O. F. R. van Tongeren,1
Damian Santomauro,Masayuki Teramoto,1
Amirali Aali,Masayuki Teramoto,1
Masayuki Teramoto,Yohannes Abate,1
Cristiana Abbafati,Masayuki Teramoto,1
Amirali Aali,Damian Santomauro,1
Damian Santomauro,Yohannes Abate,1
Cristiana Abbafati,Damian Santomauro,1
Amirali Aali,Yohannes Abate,1
Amirali Aali,Cristiana Abbafati,1
Cristiana Abbafati,Yohannes Abate,1
John Wenger,Mattias Hallquist,1
Mattias Hallquist,Urs Baltensperger,1
Mattias Hallquist,Yinon Rudich,1
David Simpson,Mattias Hallquist,1
John Wenger,Urs Baltensperger,1
John Wenger,Yinon Rudich,1
David Simpson,John Wenger,1
Urs Baltensperger,Yinon Rudich,1
David Simpson,Urs Baltensperger,1
David Simpson,Yinon Rudich,1
Olivier Chapelle,Schölkopf,1
B.,Olivier Chapelle,1
Alexander Zien,Olivier Chapelle,1
B.,Schölkopf,1
Alexander Zien,Schölkopf,1
Alexander Zien,B.,1
Adam J. Berinsky,Gregory A. Huber,1
Adam J. Berinsky,Gabriel Lenz,1
Gabriel Lenz,Gregory A. Huber,1
Hu Chen,Linlin Wang,1
Linlin Wang,Longquan Shao,1
Hu Chen,Longquan Shao,1
Jianfang Liu,Tara M. Lichtenberg,1
Jianfang Liu,Katherine A. Hoadley,1
Jianfang Liu,Laila Poisson,1
Alexander J. Lazar,Jianfang Liu,1
Katherine A. Hoadley,Tara M. Lichtenberg,1
Laila Poisson,Tara M. Lichtenberg,1
Alexander J. Lazar,Tara M. Lichtenberg,1
Katherine A. Hoadley,Laila Poisson,1
Alexander J. Lazar,Katherine A. Hoadley,1
Alexander J. Lazar,Laila Poisson,1
Dannon Baker,Enis Afgan,1
Bérénice Batut,Enis Afgan,1
Enis Afgan,Marius van den Beek,1
Dave Bouvier,Enis Afgan,1
Bérénice Batut,Dannon Baker,1
Dannon Baker,Marius van den Beek,1
Dannon Baker,Dave Bouvier,1
Bérénice Batut,Marius van den Beek,1
Bérénice Batut,Dave Bouvier,1
Dave Bouvier,Marius van den Beek,1
Gerd Gigerenzer,Wolfgang Gaissmaier,1
Hugo Touvron,Thibaut Lavril,1
Gautier Izacard,Hugo Touvron,1
Hugo Touvron,Xavier Martinet,1
Hugo Touvron,Marie-Anne Lachaux,1
Gautier Izacard,Thibaut Lavril,1
Thibaut Lavril,Xavier Martinet,1
Marie-Anne Lachaux,Thibaut Lavril,1
Gautier Izacard,Xavier Martinet,1
Gautier Izacard,Marie-Anne Lachaux,1
Marie-Anne Lachaux,Xavier Martinet,1
Anna‐Maija Pietilä,Hanna Kallio,1
Hanna Kallio,Martin Johnson,1
Hanna Kallio,Mari Kangasniemi,1
Anna‐Maija Pietilä,Martin Johnson,1
Anna‐Maija Pietilä,Mari Kangasniemi,1
Mari Kangasniemi,Martin Johnson,1
M. Carmen Romano,Norbert Marwan,1
Marko Thiel,Norbert Marwan,1
Jürgen Kurths,Norbert Marwan,1
M. Carmen Romano,Marko Thiel,1
Jürgen Kurths,M. Carmen Romano,1
Jürgen Kurths,Marko Thiel,1
Catalina Amador,Rita Alaggio,1
Ioannis Anagnostopoulos,Rita Alaggio,1
Ayoma D. Attygalle,Rita Alaggio,1
Iguaracyra Araújo,Rita Alaggio,1
Catalina Amador,Ioannis Anagnostopoulos,1
Ayoma D. Attygalle,Catalina Amador,1
Catalina Amador,Iguaracyra Araújo,1
Ayoma D. Attygalle,Ioannis Anagnostopoulos,1
Iguaracyra Araújo,Ioannis Anagnostopoulos,1
Ayoma D. Attygalle,Iguaracyra Araújo,1
Gábor Kovács,Marc Humbert,1
Marc Humbert,Marius M. Hoeper,1
Marc Humbert,Roberto Badagliacca,1
Marc Humbert,Rolf M F Berger,1
Gábor Kovács,Marius M. Hoeper,1
Gábor Kovács,Roberto Badagliacca,1
Gábor Kovács,Rolf M F Berger,1
Marius M. Hoeper,Roberto Badagliacca,1
Marius M. Hoeper,Rolf M F Berger,1
Roberto Badagliacca,Rolf M F Berger,1
Bastiaan R. Bloem,Michael S. Okun,1
Bastiaan R. Bloem,Christine Klein,1
Christine Klein,Michael S. Okun,1
Attila Csordás,Juan Antonio Vizcaíno,1
Juan Antonio Vizcaíno,Noemí del‐Toro,1
José A. Dianes,Juan Antonio Vizcaíno,1
Johannes Griss,Juan Antonio Vizcaíno,1
Attila Csordás,Noemí del‐Toro,1
Attila Csordás,José A. Dianes,1
Attila Csordás,Johannes Griss,1
José A. Dianes,Noemí del‐Toro,1
Johannes Griss,Noemí del‐Toro,1
Johannes Griss,José A. Dianes,1
Daniele Miorandi,Sabrina Sicari,1
Daniele Miorandi,Francesco De Pellegrini,1
Daniele Miorandi,Imrich Chlamtac,1
Francesco De Pellegrini,Sabrina Sicari,1
Imrich Chlamtac,Sabrina Sicari,1
Francesco De Pellegrini,Imrich Chlamtac,1
Lijia Chen,Pingping Chen,1
Lijia Chen,Zhijian Lin,1
Pingping Chen,Zhijian Lin,1
Edward H. Herskovits,Gregory F. Cooper,1
Brian A. Nosek,Marcus R. Munafò,1
Dorothy Bishop,Marcus R. Munafò,1
Katherine S. Button,Marcus R. Munafò,1
Chris Chambers,Marcus R. Munafò,1
Brian A. Nosek,Dorothy Bishop,1
Brian A. Nosek,Katherine S. Button,1
Brian A. Nosek,Chris Chambers,1
Dorothy Bishop,Katherine S. Button,1
Chris Chambers,Dorothy Bishop,1
Chris Chambers,Katherine S. Button,1
James E. Bray,Keith A. Jolley,1
Keith A. Jolley,Martin Maiden,1
James E. Bray,Martin Maiden,1
David M. J. Tax,Robert P. W. Duin,1
Shekhar Saxena,Vikram Patel,1
Crick Lund,Vikram Patel,1
Graham Thornicroft,Vikram Patel,1
Florence Baingana,Vikram Patel,1
Crick Lund,Shekhar Saxena,1
Graham Thornicroft,Shekhar Saxena,1
Florence Baingana,Shekhar Saxena,1
Crick Lund,Graham Thornicroft,1
Crick Lund,Florence Baingana,1
Florence Baingana,Graham Thornicroft,1
Kellye Eversole,R. Appels,1
Nils Stein,R. Appels,1
Catherine Feuillet,R. Appels,1
Beat Keller,R. Appels,1
Kellye Eversole,Nils Stein,1
Catherine Feuillet,Kellye Eversole,1
Beat Keller,Kellye Eversole,1
Catherine Feuillet,Nils Stein,1
Beat Keller,Nils Stein,1
Beat Keller,Catherine Feuillet,1
Kirk Emerson,Tina Nabatchi,1
Kirk Emerson,Stephen Balogh,1
Stephen Balogh,Tina Nabatchi,1
Indrė Žliobaitė,João Gama,1
Albert Bifet,João Gama,1
João Gama,Mykola Pechenizkiy,1
Abdelhamid Bouchachia,João Gama,1
Albert Bifet,Indrė Žliobaitė,1
Indrė Žliobaitė,Mykola Pechenizkiy,1
Abdelhamid Bouchachia,Indrė Žliobaitė,1
Albert Bifet,Mykola Pechenizkiy,1
Abdelhamid Bouchachia,Albert Bifet,1
Abdelhamid Bouchachia,Mykola Pechenizkiy,1
Jim Austin,Joanna Hodge,1
Paul D. Adams,Pavel V. Afonine,1
G. Bunkóczi,Paul D. Adams,1
Paul D. Adams,Vincent B. Chen,1
Ian Davis,Paul D. Adams,1
G. Bunkóczi,Pavel V. Afonine,1
Ian Davis,Pavel V. Afonine,1
G. Bunkóczi,Vincent B. Chen,1
G. Bunkóczi,Ian Davis,1
Ian Davis,Vincent B. Chen,1
Jean‐Loup Guillaume,Vincent D. Blondel,1
Renaud Lambiotte,Vincent D. Blondel,1
Etienne Lefebvre,Vincent D. Blondel,1
Jean‐Loup Guillaume,Renaud Lambiotte,1
Etienne Lefebvre,Jean‐Loup Guillaume,1
Etienne Lefebvre,Renaud Lambiotte,1
Antoine Daina,Olivier Michielin,1
Antoine Daina,Vincent Zoete,1
Olivier Michielin,Vincent Zoete,1
Amanuel Alemu Abajobir,Theo Vos,1
Kalkidan Hassen Abate,Theo Vos,1
Amanuel Alemu Abajobir,Kaja Abbas,1
Kaja Abbas,Kalkidan Hassen Abate,1
Jacqueline E. Schein,Martin Krzywinski,1
Martin Krzywinski,İnanç Birol,1
Joseph M. Connors,Martin Krzywinski,1
Martin Krzywinski,Randy D. Gascoyne,1
Jacqueline E. Schein,İnanç Birol,1
Jacqueline E. Schein,Joseph M. Connors,1
Jacqueline E. Schein,Randy D. Gascoyne,1
Joseph M. Connors,İnanç Birol,1
Randy D. Gascoyne,İnanç Birol,1
Joseph M. Connors,Randy D. Gascoyne,1
Christopher M. Tan,Edward Y. Chen,1
Edward Y. Chen,Yan Kou,1
Edward Y. Chen,Qiaonan Duan,1
Edward Y. Chen,Zichen Wang,1
Christopher M. Tan,Yan Kou,1
Christopher M. Tan,Qiaonan Duan,1
Christopher M. Tan,Zichen Wang,1
Qiaonan Duan,Yan Kou,1
Yan Kou,Zichen Wang,1
Qiaonan Duan,Zichen Wang,1
Alain F. Zuur,Elena N. Ieno,1
Alain F. Zuur,Chris S. Elphick,1
Chris S. Elphick,Elena N. Ieno,1
Andrew Gelman,Bob Carpenter,1
Bob Carpenter,Matthew D. Hoffman,1
Bob Carpenter,Daniel C. Lee,1
Ben Goodrich,Bob Carpenter,1
Andrew Gelman,Matthew D. Hoffman,1
Andrew Gelman,Daniel C. Lee,1
Andrew Gelman,Ben Goodrich,1
Daniel C. Lee,Matthew D. Hoffman,1
Ben Goodrich,Matthew D. Hoffman,1
Ben Goodrich,Daniel C. Lee,1
András Jakab,Bjoern Menze,1
Bjoern Menze,Stefan Bauer,1
Bjoern Menze,Jayashree Kalpathy–Cramer,1
Bjoern Menze,Keyvan Farahani,1
András Jakab,Stefan Bauer,1
András Jakab,Jayashree Kalpathy–Cramer,1
András Jakab,Keyvan Farahani,1
Jayashree Kalpathy–Cramer,Stefan Bauer,1
Keyvan Farahani,Stefan Bauer,1
Jayashree Kalpathy–Cramer,Keyvan Farahani,1
Kristine Sørensen,Stephan Van den Broucke,1
James Fullam,Kristine Sørensen,1
Gerardine Doyle,Kristine Sørensen,1
Jürgen M. Pelikan,Kristine Sørensen,1
James Fullam,Stephan Van den Broucke,1
Gerardine Doyle,Stephan Van den Broucke,1
Jürgen M. Pelikan,Stephan Van den Broucke,1
Gerardine Doyle,James Fullam,1
James Fullam,Jürgen M. Pelikan,1
Gerardine Doyle,Jürgen M. Pelikan,1
Herre Jelger Risselada,‪Siewert J. Marrink,1
S. Yefimov,‪Siewert J. Marrink,1
D. Peter Tieleman,‪Siewert J. Marrink,1
Alex H. de Vries,‪Siewert J. Marrink,1
Herre Jelger Risselada,S. Yefimov,1
D. Peter Tieleman,Herre Jelger Risselada,1
Alex H. de Vries,Herre Jelger Risselada,1
D. Peter Tieleman,S. Yefimov,1
Alex H. de Vries,S. Yefimov,1
Alex H. de Vries,D. Peter Tieleman,1
Paul Thiessen,Sunghwan Kim,1
Evan Bolton,Sunghwan Kim,1
Gang Fu,Sunghwan Kim,1
Evan Bolton,Paul Thiessen,1
Jie Chen,Paul Thiessen,1
Gang Fu,Paul Thiessen,1
Evan Bolton,Jie Chen,1
Evan Bolton,Gang Fu,1
Gang Fu,Jie Chen,1
Douglas E. V. Pires,Tom L. Blundell,1
David B. Ascher,Douglas E. V. Pires,1
David B. Ascher,Tom L. Blundell,1
Laurent Gautier,Leslie Cope,1
Benjamin M. Bolstad,Laurent Gautier,1
Laurent Gautier,Rafael A. Irizarry,1
Benjamin M. Bolstad,Leslie Cope,1
Leslie Cope,Rafael A. Irizarry,1
Benjamin M. Bolstad,Rafael A. Irizarry,1
Ana Maria Mantilla Herrera,Damian Santomauro,1
Damian Santomauro,Jamileh Shadid,1
Damian Santomauro,Peng Zheng,1
Charlie Ashbaugh,Damian Santomauro,1
Ana Maria Mantilla Herrera,Jamileh Shadid,1
Ana Maria Mantilla Herrera,Peng Zheng,1
Ana Maria Mantilla Herrera,Charlie Ashbaugh,1
Jamileh Shadid,Peng Zheng,1
Charlie Ashbaugh,Jamileh Shadid,1
Charlie Ashbaugh,Peng Zheng,1
L. Waltman,V. A. Traag,1
Nees Jan van Eck,V. A. Traag,1
L. Waltman,Nees Jan van Eck,1
Ranjay Krishna,Yuke Zhu,1
Oliver Groth,Ranjay Krishna,1
Justin Johnson,Ranjay Krishna,1
Kenji Hata,Ranjay Krishna,1
Oliver Groth,Yuke Zhu,1
Justin Johnson,Yuke Zhu,1
Kenji Hata,Yuke Zhu,1
Justin Johnson,Oliver Groth,1
Kenji Hata,Oliver Groth,1
Justin Johnson,Kenji Hata,1
Benjamin Recht,Emmanuel J. Candès,1
A. Avižienis,J.-C. Laprie,1
A. Avižienis,Brian Randell,1
A. Avižienis,Carl E. Landwehr,1
Brian Randell,J.-C. Laprie,1
Carl E. Landwehr,J.-C. Laprie,1
Brian Randell,Carl E. Landwehr,1
Minoru Kanehisa,Yoko Sato,1
Miho Furumichi,Minoru Kanehisa,1
Mikio Tanabe,Minoru Kanehisa,1
Susumu Goto,Yoko Sato,1
Miho Furumichi,Susumu Goto,1
Mikio Tanabe,Susumu Goto,1
Miho Furumichi,Yoko Sato,1
Mikio Tanabe,Yoko Sato,1
Miho Furumichi,Mikio Tanabe,1
Durk Gorter,Jasone Cenoz,1
A Saeed,Vasily Sharov,1
A Saeed,Joseph White,1
A Saeed,Jiatong Li,1
A Saeed,Wei Liang,1
Joseph White,Vasily Sharov,1
Jiatong Li,Vasily Sharov,1
Vasily Sharov,Wei Liang,1
Jiatong Li,Joseph White,1
Joseph White,Wei Liang,1
Jiatong Li,Wei Liang,1
H. Brendan McMahan,Peter Kairouz,1
Noam Angrist,Thomas Hale,1
Rafael Goldszmidt,Thomas Hale,1
Beatriz Kira,Thomas Hale,1
Anna Petherick,Thomas Hale,1
Noam Angrist,Rafael Goldszmidt,1
Beatriz Kira,Noam Angrist,1
Anna Petherick,Noam Angrist,1
Beatriz Kira,Rafael Goldszmidt,1
Anna Petherick,Rafael Goldszmidt,1
Anna Petherick,Beatriz Kira,1
Catherine Sherrington,Christopher G. Maher,1
Christopher G. Maher,Rob Herbert,1
Anne M. Moseley,Christopher G. Maher,1
Christopher G. Maher,Mark R. Elkins,1
Catherine Sherrington,Rob Herbert,1
Anne M. Moseley,Catherine Sherrington,1
Catherine Sherrington,Mark R. Elkins,1
Anne M. Moseley,Rob Herbert,1
Mark R. Elkins,Rob Herbert,1
Anne M. Moseley,Mark R. Elkins,1
Juan M. García‐Gómez,Stefan Götz,1
Javier Terol,Stefan Götz,1
Stefan Götz,Tim Williams,1
Shivashankar H. Nagaraj,Stefan Götz,1
Javier Terol,Juan M. García‐Gómez,1
Juan M. García‐Gómez,Tim Williams,1
Juan M. García‐Gómez,Shivashankar H. Nagaraj,1
Javier Terol,Tim Williams,1
Javier Terol,Shivashankar H. Nagaraj,1
Shivashankar H. Nagaraj,Tim Williams,1
Antonio Colaprico,Tiago C. Silva,1
Antonio Colaprico,Catharina Olsen,1
Antonio Colaprico,Luciano Garofano,1
Antonio Colaprico,Claudia Cava,1
Catharina Olsen,Tiago C. Silva,1
Luciano Garofano,Tiago C. Silva,1
Claudia Cava,Tiago C. Silva,1
Catharina Olsen,Luciano Garofano,1
Catharina Olsen,Claudia Cava,1
Claudia Cava,Luciano Garofano,1
Andrea Franceschini,Damian Szklarczyk,1
Andrea Franceschini,Sune Pletscher-Frankild,1
Andrea Franceschini,Michael Kuhn,1
Andrea Franceschini,Milan Simonovic,1
Damian Szklarczyk,Sune Pletscher-Frankild,1
Damian Szklarczyk,Michael Kuhn,1
Damian Szklarczyk,Milan Simonovic,1
Michael Kuhn,Sune Pletscher-Frankild,1
Milan Simonovic,Sune Pletscher-Frankild,1
Michael Kuhn,Milan Simonovic,1
Andrej Šali,Benjamin Webb,1
Sourabh Katoch,Sumit Singh Chauhan,1
Sourabh Katoch,Vijay Kumar,1
Sumit Singh Chauhan,Vijay Kumar,1
Peiliang Li,Tong Qin,1
Shaojie Shen,Tong Qin,1
Peiliang Li,Shaojie Shen,1
K. Heymans,Steven Maere,1
Martin Kuiper,Steven Maere,1
K. Heymans,Martin Kuiper,1
David Madigan,Jennifer A. Hoeting,1
Adrian E. Raftery,Jennifer A. Hoeting,1
Chris Volinsky,Jennifer A. Hoeting,1
Adrian E. Raftery,David Madigan,1
Chris Volinsky,David Madigan,1
Adrian E. Raftery,Chris Volinsky,1
Christopher K. Patil,Jean‐Philippe Coppé,1
Françis Rodier,Jean‐Philippe Coppé,1
Jean‐Philippe Coppé,Yu Sun,1
Denise P. Muñoz,Jean‐Philippe Coppé,1
Christopher K. Patil,Françis Rodier,1
Christopher K. Patil,Yu Sun,1
Christopher K. Patil,Denise P. Muñoz,1
Françis Rodier,Yu Sun,1
Denise P. Muñoz,Françis Rodier,1
Denise P. Muñoz,Yu Sun,1
Maurice Enriquez‐Sarano,William A. Zoghbi,1
Elyse Foster,William A. Zoghbi,1
Paul Grayburn,William A. Zoghbi,1
Carol D Kraft,William A. Zoghbi,1
Elyse Foster,Maurice Enriquez‐Sarano,1
Maurice Enriquez‐Sarano,Paul Grayburn,1
Carol D Kraft,Maurice Enriquez‐Sarano,1
Elyse Foster,Paul Grayburn,1
Carol D Kraft,Elyse Foster,1
Carol D Kraft,Paul Grayburn,1
Nicolás A. Giraldo,Étienne Becht,1
Laetitia Lacroix,Étienne Becht,1
Bénédicte Buttard,Étienne Becht,1
Nabila Elarouci,Étienne Becht,1
Laetitia Lacroix,Nicolás A. Giraldo,1
Bénédicte Buttard,Nicolás A. Giraldo,1
Nabila Elarouci,Nicolás A. Giraldo,1
Bénédicte Buttard,Laetitia Lacroix,1
Laetitia Lacroix,Nabila Elarouci,1
Bénédicte Buttard,Nabila Elarouci,1
Daniel Robert Stump,Jonathan Pumplin,1
Joey Huston,Jonathan Pumplin,1
Hung-Liang Lai,Jonathan Pumplin,1
Jonathan Pumplin,Pavel Nadolsky,1
Daniel Robert Stump,Joey Huston,1
Daniel Robert Stump,Hung-Liang Lai,1
Daniel Robert Stump,Pavel Nadolsky,1
Hung-Liang Lai,Joey Huston,1
Joey Huston,Pavel Nadolsky,1
Hung-Liang Lai,Pavel Nadolsky,1
Laetitia Willocquet,Serge Savary,1
Sarah J. Pethybridge,Serge Savary,1
Paul D. Esker,Serge Savary,1
N. McRoberts,Serge Savary,1
Laetitia Willocquet,Sarah J. Pethybridge,1
Laetitia Willocquet,Paul D. Esker,1
Laetitia Willocquet,N. McRoberts,1
Paul D. Esker,Sarah J. Pethybridge,1
N. McRoberts,Sarah J. Pethybridge,1
N. McRoberts,Paul D. Esker,1
David Posada,Thomas R. Buckley,1
Eric Douglass,Seth Carbon,1
Benjamin M. Good,Seth Carbon,1
Deepak Unni,Seth Carbon,1
Nomi L. Harris,Seth Carbon,1
Benjamin M. Good,Eric Douglass,1
Deepak Unni,Eric Douglass,1
Eric Douglass,Nomi L. Harris,1
Benjamin M. Good,Deepak Unni,1
Benjamin M. Good,Nomi L. Harris,1
